cohort,feat,auc,p,n1,n0,half_a,half_b,med_pos,med_neg,sep
entry_winloss,min_since_hi,0.49111682808716706,0.79,280,118,0.45427398282941395,0.5242363486260172,13.5,20.5,0.008883171912832943
entry_winloss,ret_rthopen_r,0.5083232445520581,0.8,280,118,0.4646012193604579,0.5495931123953296,2.3246200752648774,2.2715564521406,0.008323244552058129
entry_winloss,above_gxhigh,0.5071428571428571,0.83,280,118,0.4869354236655468,0.525887486731926,1.0,0.5,0.0071428571428571175
entry_winloss,gx_ret_r,0.5056446731234867,0.853,280,118,0.5193480154286425,0.4964618469159099,1.3466666666666667,1.3433333333333333,0.00564467312348671
entry_winloss,leg_eff,0.5041073384446878,0.894,198,83,0.5038638010142478,0.5066273932253313,0.5277777777777778,0.21428571428571427,0.0041073384446878025
entry_winloss,htf5_slope_t,0.5037530266343826,0.911,280,118,0.5051014059972626,0.5019459841962496,27.0,27.166666666666664,0.0037530266343825947
entry_winloss,zz40_vs_lastlow_t,0.4962772397094431,0.914,280,118,0.5123802413836008,0.48248614223375397,32.50038991397014,43.75509744993178,0.0037227602905569035
entry_winloss,zz20_uppurity,0.4978813559322034,0.943,280,118,0.4492347891004106,0.5435192829343083,0.5,0.75,0.0021186440677966045
entry_winloss,band_w,0.501543583535109,0.957,280,118,0.4649744929700137,0.5369736997287416,140.22410533840593,146.30667559401627,0.0015435835351089722
entry_winloss,zz20_vs_lasthigh_t,0.5003329297820823,0.991,280,118,0.49595620256314543,0.4999410307819318,-69.31444713935343,-72.84639198082732,0.00033292978208232515
entry_winloss,leg_depth_t,0.4996670702179177,0.995,280,118,0.5040437974368546,0.5000589692180681,69.31444713935343,72.84639198082732,0.00033292978208232515
entry_stop,overlap_10,0.6078197603325997,0.001,116,282,0.6489510489510489,0.5780162755041868,0.6034535027816936,0.5656776525707414,0.10781976033259966
entry_stop,zz40_trend,0.44667094644167277,0.071,116,282,0.49046408137317227,0.40305460549593114,0.0,1.0,0.05332905355832723
entry_stop,pushes_30m,0.5471998043531425,0.126,116,282,0.47240940877304516,0.6257813421394033,3.0,3.0,0.04719980435314253
entry_stop,rng_compress,0.45813462949376377,0.202,116,282,0.42294977749523205,0.4902700790187522,0.5781059535495842,0.6486814287303884,0.04186537050623623
entry_stop,zz40_hh,0.462827097089753,0.147,116,282,0.47692307692307695,0.44816605731807996,1.0,1.0,0.037172902910247
entry_stop,zz40_nswings,0.5369436292492051,0.237,116,282,0.5700572155117609,0.5111451822148838,350.5,337.0,0.036943629249205134
entry_stop,bar_closeloc,0.5368519197847884,0.243,116,282,0.5060394151303242,0.5681094468687345,0.5526582792207793,0.46725201708590414,0.03685191978478841
entry_stop,mom_1m_r,0.5356444118366349,0.267,116,282,0.5056579783852511,0.5584384951055549,-0.21663372331847008,-0.24891920037465753,0.035644411836634915
entry_stop,zz20_nswings,0.534024211298606,0.277,116,282,0.5648442466624285,0.509788890199316,786.0,763.5,0.034024211298606
entry_stop,zz40_hl,0.4691550501345072,0.255,116,282,0.5195804195804196,0.41997877108149545,1.0,1.0,0.0308449498654928
entry_stop,zz20_hl,0.46988872584984104,0.291,116,282,0.5188811188811189,0.42316310885717656,1.0,1.0,0.030111274150158962
entry_stop,zz20_trend,0.47436720469552457,0.386,116,282,0.5492689129052766,0.4024059440971813,0.0,1.0,0.02563279530447543
entry_stop,mom_15m_r,0.4778063096111519,0.474,116,282,0.494723458359822,0.4596060856233046,0.5550579528640568,0.6671310789512063,0.02219369038884811
entry_stop,mom_30m_r,0.4825446319393495,0.591,116,282,0.49281627463445643,0.47316900577898335,0.9109943816441712,1.0635363611058468,0.01745536806065051
entry_stop,zz40_uppurity,0.48274333577891904,0.543,116,282,0.5288620470438652,0.4389668592994457,0.75,0.75,0.017256664221080964
entry_stop,pos_in_gxrange,0.48425654194179507,0.602,116,282,0.5048951048951049,0.47198962141762,0.9992353283328728,1.0100415381225956,0.01574345805820493
entry_stop,leg_dur_min,0.5146887992174126,0.61,116,282,0.5122059758423395,0.5219955183394268,1.0,1.0,0.014688799217412618
entry_stop,ret_rthopen_r,0.48734409391049155,0.697,116,282,0.5257469802924348,0.45040688760467035,2.2715564521406,2.3246200752648774,0.01265590608950845
entry_stop,bar_lowwick,0.5123196380533138,0.684,116,282,0.5135410044500953,0.5150961198254511,0.1958114929139973,0.20204081632653062,0.01231963805331382
entry_stop,zz40_lows_above,0.4880166299828809,0.699,116,282,0.4781309599491418,0.4969336006604552,0.0,0.0,0.011983370017119077
entry_stop,zz20_uppurity,0.5117693812668134,0.719,116,282,0.5719643992371265,0.4564807170656917,0.75,0.5,0.011769381266813372
entry_stop,zz20_lows_above,0.48849046221570064,0.694,116,282,0.49866497139224414,0.4785352046231867,0.0,0.0,0.011509537784299362
entry_stop,zz20_vs_lastlow_t,0.5107300073367571,0.737,116,282,0.4827717736808646,0.5342611156976058,45.30159922956955,24.8191900901802,0.010730007336757108
entry_stop,zz20_hh,0.4899425287356322,0.71,116,282,0.5664335664335665,0.4163816487793372,1.0,1.0,0.01005747126436779
entry_stop,zz40_vs_lasthigh_t,0.5097212032281732,0.772,116,282,0.5407501589319771,0.483547588158981,-69.07943095877272,-76.39069183533866,0.009721203228173159
entry_stop,mom_5m_r,0.490553925165077,0.759,116,282,0.5162110616656072,0.4668003302276212,0.15243347385927336,0.2254697520965419,0.00944607483492299
entry_stop,min_since_hi,0.508697114208853,0.782,116,282,0.5463445645263827,0.4757636513739828,20.5,13.5,0.008697114208852996
entry_stop,htf5_slope_t,0.49235754463193937,0.808,116,282,0.48614113159567707,0.4980540158037504,27.166666666666664,27.0,0.00764245536806063
entry_stop,leg_eff,0.49287037037037035,0.854,81,200,0.4895444361463779,0.49337260677466865,0.21428571428571427,0.5277777777777778,0.007129629629629652
entry_stop,above_gxhigh,0.4929078014184397,0.843,116,282,0.513986013986014,0.4741125132680741,0.5,1.0,0.007092198581560294
